id,Run,Type,Common ranking,Match GS D,"GS Match, P (D Prop)","GS Match, P Prime (D Prop)",Match GS H,"GS Match, P (H Prop)","GS Match, P Prime (H Prop)",Match GS Trunc D,"GS Truncated Match, P (D Prop)","GS Truncated Match, P Prime (D Prop)",Match GS Trunc H,"GS Truncated Match, P (H Prop)","GS Truncated Match, P Prime (H Prop)",Match TAGS P D,"TAGS, P (D Prop)","TAGS, P Prime(D Prop)",Match TAGS P H,"TAGS, P (H Prop)","TAGS, P Prime(H Prop)",blocking pairs TAGS (D Prop),blocking pairs TAGS (H Prop),blocking pairs Trunc. GS (H Prop),blocking pairs Trunc. GS (D Prop),blocking pairs GS (D Prop),blocking pairs GS (H Prop)
H62,16,Hospital,93,W181,1,1,W181,1,1,Unmatched,0,0,Unmatched,0,0,W181,1,1,W181,1,1,0,0,194,194,0,0
H101,16,Hospital,94,W18,1,1,W18,1,1,Unmatched,0,0,Unmatched,0,0,W18,1,1,W18,1,1,0,0,194,194,0,0
H34,16,Hospital,95,W175,3,3,W175,3,3,Unmatched,0,0,Unmatched,0,0,W175,3,3,W175,3,3,0,0,194,194,0,0
H196,16,Hospital,96,W106,2,2,W106,2,2,Unmatched,0,0,Unmatched,0,0,W106,2,2,W106,2,2,0,0,194,194,0,0
H86,16,Hospital,97,W85,4,3,W85,4,3,Unmatched,0,0,Unmatched,0,0,W85,4,3,W85,4,3,0,0,194,194,0,0
H185,16,Hospital,98,W159,1,1,W159,1,1,Unmatched,0,0,Unmatched,0,0,W159,1,1,W159,1,1,0,0,194,194,0,0
H195,16,Hospital,99,W150,6,-1,W150,6,-1,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,97,97,194,194,0,0
H126,16,Hospital,100,W87,2,2,W87,2,2,Unmatched,0,0,Unmatched,0,0,W87,2,2,W87,2,2,0,0,194,194,0,0
H19,16,Hospital,101,W17,1,1,W17,1,1,Unmatched,0,0,Unmatched,0,0,W17,1,1,W17,1,1,0,0,194,194,0,0
H151,16,Hospital,102,W83,1,1,W83,1,1,Unmatched,0,0,Unmatched,0,0,W83,1,1,W83,1,1,0,0,194,194,0,0
H194,16,Hospital,103,W182,3,-1,W182,3,-1,Unmatched,0,0,Unmatched,0,0,W132,5,4,W132,5,4,1,1,194,194,0,0
H168,16,Hospital,104,W74,2,2,W74,2,2,Unmatched,0,0,Unmatched,0,0,W74,2,2,W74,2,2,0,0,194,194,0,0
H157,16,Hospital,105,W60,4,3,W60,4,3,Unmatched,0,0,Unmatched,0,0,W60,4,3,W60,4,3,0,0,194,194,0,0
H58,16,Hospital,106,W47,2,2,W47,2,2,Unmatched,0,0,Unmatched,0,0,W47,2,2,W47,2,2,0,0,194,194,0,0
H183,16,Hospital,107,W59,1,-1,W59,1,-1,Unmatched,0,0,Unmatched,0,0,W104,4,2,W104,4,2,1,1,194,194,0,0
H21,16,Hospital,108,W77,2,1,W77,2,1,Unmatched,0,0,Unmatched,0,0,W77,2,1,W77,2,1,0,0,194,194,0,0
H15,16,Hospital,109,W35,1,1,W35,1,1,Unmatched,0,0,Unmatched,0,0,W35,1,1,W35,1,1,0,0,194,194,0,0
H27,16,Hospital,110,W170,1,1,W170,1,1,Unmatched,0,0,Unmatched,0,0,W170,1,1,W170,1,1,0,0,194,194,0,0
H59,16,Hospital,111,W27,1,1,W27,1,1,Unmatched,0,0,Unmatched,0,0,W27,1,1,W27,1,1,0,0,194,194,0,0
H20,16,Hospital,112,W160,3,3,W160,3,3,Unmatched,0,0,Unmatched,0,0,W160,3,3,W160,3,3,0,0,194,194,0,0
H69,16,Hospital,113,W36,1,1,W36,1,1,Unmatched,0,0,Unmatched,0,0,W36,1,1,W36,1,1,0,0,194,194,0,0
H114,16,Hospital,114,W98,1,1,W98,1,1,Unmatched,0,0,Unmatched,0,0,W98,1,1,W98,1,1,0,0,194,194,0,0
H186,16,Hospital,115,W33,2,2,W33,2,2,Unmatched,0,0,Unmatched,0,0,W33,2,2,W33,2,2,0,0,194,194,0,0
H134,16,Hospital,116,W142,2,-1,W142,2,-1,Unmatched,0,0,Unmatched,0,0,W119,3,1,W119,3,1,1,1,194,194,0,0
H60,16,Hospital,117,W147,3,2,W147,3,2,Unmatched,0,0,Unmatched,0,0,W147,3,2,W147,3,2,0,0,194,194,0,0
H192,16,Hospital,118,W164,1,1,W164,1,1,Unmatched,0,0,Unmatched,0,0,W164,1,1,W164,1,1,0,0,194,194,0,0
H148,16,Hospital,119,W127,3,1,W127,3,1,Unmatched,0,0,Unmatched,0,0,W127,3,1,W127,3,1,1,1,194,194,0,0
H96,16,Hospital,120,W180,3,3,W180,3,3,Unmatched,0,0,Unmatched,0,0,W180,3,3,W180,3,3,0,0,194,194,0,0
H198,16,Hospital,121,W19,3,1,W19,3,1,Unmatched,0,0,Unmatched,0,0,W19,3,1,W19,3,1,0,0,194,194,0,0
H153,16,Hospital,122,W100,1,1,W100,1,1,Unmatched,0,0,Unmatched,0,0,W100,1,1,W100,1,1,0,0,194,194,0,0
H23,16,Hospital,123,W110,1,1,W110,1,1,Unmatched,0,0,Unmatched,0,0,W110,1,1,W110,1,1,0,0,194,194,0,0
H52,16,Hospital,124,W15,4,-1,W15,4,-1,Unmatched,0,0,Unmatched,0,0,W86,5,3,W86,5,3,1,1,194,194,0,0
H116,16,Hospital,125,W37,1,1,W37,1,1,Unmatched,0,0,Unmatched,0,0,W37,1,1,W37,1,1,0,0,194,194,0,0
H33,16,Hospital,126,W40,1,1,W40,1,1,Unmatched,0,0,Unmatched,0,0,W40,1,1,W40,1,1,0,0,194,194,0,0
H43,16,Hospital,127,W132,1,1,W132,1,1,Unmatched,0,0,Unmatched,0,0,W24,2,2,W24,2,2,0,0,194,194,0,0
H115,16,Hospital,128,W16,3,2,W16,3,2,Unmatched,0,0,Unmatched,0,0,W16,3,2,W16,3,2,0,0,194,194,0,0
H117,16,Hospital,129,W109,4,3,W109,4,3,Unmatched,0,0,Unmatched,0,0,W109,4,3,W109,4,3,0,0,194,194,0,0
H70,16,Hospital,130,W176,5,5,W176,5,5,Unmatched,0,0,Unmatched,0,0,W176,5,5,W176,5,5,0,0,194,194,0,0
H28,16,Hospital,131,W104,3,-1,W104,3,-1,Unmatched,0,0,Unmatched,0,0,W130,6,4,W130,6,4,0,0,194,194,0,0
H6,16,Hospital,132,W28,2,1,W28,2,1,Unmatched,0,0,Unmatched,0,0,W28,2,1,W28,2,1,0,0,194,194,0,0
H124,16,Hospital,133,W81,1,-1,W81,1,-1,Unmatched,0,0,Unmatched,0,0,W199,5,3,W199,5,3,1,1,194,194,0,0
H131,16,Hospital,134,W119,2,-1,W119,2,-1,Unmatched,0,0,Unmatched,0,0,W34,3,2,W34,3,2,0,0,194,194,0,0
H107,16,Hospital,135,W102,3,2,W102,3,2,Unmatched,0,0,Unmatched,0,0,W102,3,2,W102,3,2,0,0,194,194,0,0
H139,16,Hospital,136,W167,1,1,W167,1,1,Unmatched,0,0,Unmatched,0,0,W167,1,1,W167,1,1,0,0,194,194,0,0
H78,16,Hospital,137,W41,1,1,W41,1,1,Unmatched,0,0,Unmatched,0,0,W41,1,1,W41,1,1,0,0,194,194,0,0
H146,16,Hospital,138,W124,2,1,W124,2,1,Unmatched,0,0,Unmatched,0,0,W124,2,1,W124,2,1,0,0,194,194,0,0
H57,16,Hospital,139,W113,1,1,W113,1,1,Unmatched,0,0,Unmatched,0,0,W113,1,1,W113,1,1,0,0,194,194,0,0
H88,16,Hospital,140,W62,4,-1,W62,4,-1,Unmatched,0,0,Unmatched,0,0,W133,8,3,W133,8,3,1,1,194,194,0,0
H11,16,Hospital,141,W13,1,1,W13,1,1,Unmatched,0,0,Unmatched,0,0,W13,1,1,W13,1,1,0,0,194,194,0,0
H160,16,Hospital,142,W174,2,2,W174,2,2,Unmatched,0,0,Unmatched,0,0,W174,2,2,W174,2,2,0,0,194,194,0,0
H98,16,Hospital,143,W80,2,2,W80,2,2,Unmatched,0,0,Unmatched,0,0,W80,2,2,W80,2,2,0,0,194,194,0,0
H163,16,Hospital,144,W101,1,1,W101,1,1,Unmatched,0,0,Unmatched,0,0,W101,1,1,W101,1,1,0,0,194,194,0,0
H179,16,Hospital,145,W84,4,2,W84,4,2,Unmatched,0,0,Unmatched,0,0,W84,4,2,W84,4,2,0,0,194,194,0,0
H5,16,Hospital,146,W126,6,4,W126,6,4,Unmatched,0,0,Unmatched,0,0,W126,6,4,W126,6,4,0,0,194,194,0,0
H63,16,Hospital,147,W68,8,-1,W68,8,-1,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,55,55,194,194,0,0
H91,16,Hospital,148,W56,2,-1,W56,2,-1,Unmatched,0,0,Unmatched,0,0,W200,9,4,W200,9,4,3,3,194,194,0,0
H41,16,Hospital,149,W197,4,1,W197,4,1,Unmatched,0,0,Unmatched,0,0,W197,4,1,W197,4,1,1,1,194,194,0,0
H25,16,Hospital,150,W7,1,1,W7,1,1,Unmatched,0,0,Unmatched,0,0,W7,1,1,W7,1,1,0,0,194,194,0,0
H141,16,Hospital,151,W23,11,-1,W23,11,-1,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,52,52,194,194,0,0
H136,16,Hospital,152,W133,7,2,W133,7,2,Unmatched,0,0,Unmatched,0,0,W79,10,4,W79,10,4,0,0,194,194,0,0
H4,16,Hospital,153,W135,2,1,W135,2,1,Unmatched,0,0,Unmatched,0,0,W135,2,1,W135,2,1,0,0,194,194,0,0
H100,16,Hospital,154,W1,3,3,W1,3,3,Unmatched,0,0,Unmatched,0,0,W1,3,3,W1,3,3,0,0,194,194,0,0
H155,16,Hospital,155,W95,6,3,W95,6,3,Unmatched,0,0,Unmatched,0,0,W95,6,3,W95,6,3,1,1,194,194,0,0
H105,16,Hospital,156,W52,10,4,W52,10,4,Unmatched,0,0,Unmatched,0,0,W52,10,4,W52,10,4,0,0,194,194,0,0
H87,16,Hospital,157,W22,13,-1,W22,13,-1,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,45,45,194,194,0,0
H47,16,Hospital,158,W54,10,3,W54,10,3,Unmatched,0,0,Unmatched,0,0,W54,10,3,W54,10,3,0,0,194,194,0,0
H135,16,Hospital,159,W130,8,3,W130,8,3,Unmatched,0,0,Unmatched,0,0,W168,12,4,W168,12,4,1,1,194,194,0,0
H89,16,Hospital,160,W32,4,1,W32,4,1,Unmatched,0,0,Unmatched,0,0,W32,4,1,W32,4,1,1,1,194,194,0,0
H12,16,Hospital,161,W136,2,2,W136,2,2,Unmatched,0,0,Unmatched,0,0,W136,2,2,W136,2,2,0,0,194,194,0,0
H71,16,Hospital,162,W186,8,3,W186,8,3,Unmatched,0,0,Unmatched,0,0,W186,8,3,W186,8,3,0,0,194,194,0,0
H93,16,Hospital,163,W79,2,1,W79,2,1,Unmatched,0,0,Unmatched,0,0,W9,5,2,W9,5,2,1,1,194,194,0,0
H84,16,Hospital,164,W45,12,-1,W45,12,-1,Unmatched,0,0,Unmatched,0,0,W153,14,5,W153,14,5,3,3,194,194,0,0
H13,16,Hospital,165,W49,1,-1,W49,1,-1,Unmatched,0,0,Unmatched,0,0,W111,4,3,W111,4,3,1,1,194,194,0,0
H113,16,Hospital,166,W131,12,-1,W131,12,-1,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,40,40,194,194,0,0
H174,16,Hospital,167,W128,4,1,W128,4,1,Unmatched,0,0,Unmatched,0,0,W128,4,1,W128,4,1,0,0,194,194,0,0
H55,16,Hospital,168,W153,5,2,W153,5,2,Unmatched,0,0,Unmatched,0,0,W94,8,4,W94,8,4,0,0,194,194,0,0
H7,16,Hospital,169,W90,4,-1,W90,4,-1,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,38,38,194,194,0,0
H17,16,Hospital,170,W200,12,2,W200,12,2,Unmatched,0,0,Unmatched,0,0,W157,14,3,W157,14,3,1,1,194,194,0,0
H68,16,Hospital,171,W38,1,-1,W38,1,-1,Unmatched,0,0,Unmatched,0,0,W131,11,5,W131,11,5,1,1,194,194,0,0
H46,16,Hospital,172,W173,9,3,W173,9,3,Unmatched,0,0,Unmatched,0,0,W68,1,1,W68,1,1,0,0,194,194,0,0
H67,16,Hospital,173,W31,4,1,W31,4,1,Unmatched,0,0,Unmatched,0,0,W31,4,1,W31,4,1,0,0,194,194,0,0
H45,16,Hospital,174,W194,1,1,W194,1,1,Unmatched,0,0,Unmatched,0,0,W194,1,1,W194,1,1,0,0,194,194,0,0
H165,16,Hospital,175,W185,4,-1,W185,4,-1,Unmatched,0,0,Unmatched,0,0,W26,13,2,W26,13,2,2,2,194,194,0,0
H2,16,Hospital,176,W190,33,-1,W190,33,-1,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,32,32,194,194,0,0
H158,16,Hospital,177,W199,11,-1,W199,11,-1,Unmatched,0,0,Unmatched,0,0,W150,8,2,W150,8,2,1,1,194,194,0,0
H66,16,Hospital,178,W156,10,-1,W156,10,-1,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,29,29,194,194,0,0
H175,16,Hospital,179,W97,5,1,W97,5,1,Unmatched,0,0,Unmatched,0,0,W97,5,1,W97,5,1,0,0,194,194,0,0
H167,16,Hospital,180,W75,4,1,W75,4,1,Unmatched,0,0,Unmatched,0,0,W75,4,1,W75,4,1,1,1,194,194,0,0
H10,16,Hospital,181,W172,6,1,W172,6,1,Unmatched,0,0,Unmatched,0,0,W172,6,1,W172,6,1,0,0,194,194,0,0
H120,16,Hospital,182,W168,2,2,W168,2,2,Unmatched,0,0,Unmatched,0,0,W196,10,3,W196,10,3,0,0,194,194,0,0
H90,16,Hospital,183,W96,24,-1,W96,24,-1,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,26,26,194,194,0,0
H128,16,Hospital,184,W108,11,5,W108,11,5,Unmatched,0,0,Unmatched,0,0,W190,4,2,W190,4,2,0,0,194,194,0,0
H103,16,Hospital,185,W171,7,3,W171,7,3,Unmatched,0,0,Unmatched,0,0,W171,7,3,W171,7,3,0,0,194,194,0,0
H74,16,Hospital,186,W196,62,-1,W196,62,-1,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,25,25,194,194,0,0
H159,16,Hospital,187,W9,4,1,W9,4,1,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,23,23,194,194,0,0
H164,16,Hospital,188,W65,3,-1,W65,3,-1,Unmatched,0,0,Unmatched,0,0,W39,8,3,W39,8,3,2,2,194,194,0,0
H75,16,Hospital,189,W24,12,-1,W24,12,-1,Unmatched,0,0,Unmatched,0,0,W108,21,2,W108,21,2,1,1,194,194,0,0
H150,16,Hospital,190,W73,28,-1,W73,28,-1,Unmatched,0,0,Unmatched,0,0,W173,3,2,W173,3,2,0,0,194,194,0,0
H82,16,Hospital,191,W114,3,1,W114,3,1,Unmatched,0,0,Unmatched,0,0,W114,3,1,W114,3,1,0,0,194,194,0,0
H94,16,Hospital,192,W86,7,2,W86,7,2,Unmatched,0,0,Unmatched,0,0,W23,17,3,W23,17,3,1,1,194,194,0,0
H1,16,Hospital,193,W39,27,3,W39,27,3,Unmatched,0,0,Unmatched,0,0,W73,33,5,W73,33,5,5,5,194,194,0,0
H77,16,Hospital,194,W66,9,-1,W66,9,-1,Unmatched,0,0,Unmatched,0,0,W46,27,1,W46,27,1,9,9,194,194,0,0
H110,16,Hospital,195,W157,4,-1,W157,4,-1,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,17,17,194,194,0,0
H149,16,Hospital,196,W94,25,-1,W94,25,-1,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,17,17,194,194,0,0
H156,16,Hospital,197,W34,42,-1,W111,23,-1,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,17,17,194,194,0,0
H154,16,Hospital,198,W111,63,-1,W34,11,-1,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,17,17,194,194,0,0
H32,16,Hospital,199,W46,3,1,W46,3,1,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,17,17,194,194,0,0
H112,16,Hospital,200,W26,190,-1,W26,190,-1,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,17,17,194,194,0,0
W100,17,Doctor,1,H69,43,1,H69,43,1,Unmatched,0,0,Unmatched,0,0,H69,43,1,H69,43,1,0,0,194,194,0,0
W44,17,Doctor,2,H79,148,-1,H79,148,-1,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,20,20,194,194,0,0
W72,17,Doctor,3,H99,124,4,H99,124,4,Unmatched,0,0,Unmatched,0,0,H99,124,4,H99,124,4,0,0,194,194,0,0
W104,17,Doctor,4,H35,126,4,H35,126,4,Unmatched,0,0,Unmatched,0,0,H35,126,4,H35,126,4,0,0,194,194,0,0
W150,17,Doctor,5,H161,93,2,H161,93,2,Unmatched,0,0,Unmatched,0,0,H161,93,2,H161,93,2,0,0,194,194,0,0
W134,17,Doctor,6,H100,107,3,H100,107,3,Unmatched,0,0,Unmatched,0,0,H100,107,3,H100,107,3,0,0,194,194,0,0
W190,17,Doctor,7,H174,87,-1,H174,87,-1,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,27,27,195,195,0,0
W133,17,Doctor,8,H39,142,2,H39,142,2,Unmatched,0,0,Unmatched,0,0,H39,142,2,H39,142,2,3,3,194,194,0,0
W101,17,Doctor,9,H48,84,4,H48,84,4,Unmatched,0,0,Unmatched,0,0,H48,84,4,H48,84,4,0,0,194,194,0,0
W30,17,Doctor,10,H94,32,2,H94,32,2,Unmatched,0,0,Unmatched,0,0,H94,32,2,H94,32,2,0,0,194,194,0,0
W188,17,Doctor,11,H68,70,2,H68,70,2,Unmatched,0,0,Unmatched,0,0,H68,70,2,H68,70,2,0,0,194,194,0,0
W43,17,Doctor,12,H41,147,-1,H41,147,-1,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,23,23,194,194,0,0
W116,17,Doctor,13,H45,88,3,H45,88,3,Unmatched,0,0,Unmatched,0,0,H45,88,3,H45,88,3,0,0,194,194,0,0
W129,17,Doctor,14,H150,7,1,H150,7,1,Unmatched,0,0,Unmatched,0,0,H150,7,1,H150,7,1,0,0,194,194,0,0
W152,17,Doctor,15,H148,14,1,H148,14,1,Unmatched,0,0,Unmatched,0,0,H148,14,1,H148,14,1,0,0,194,194,0,0
W189,17,Doctor,16,H177,58,2,H177,58,2,Unmatched,0,0,Unmatched,0,0,H177,58,2,H177,58,2,0,0,194,194,0,0
W124,17,Doctor,17,H105,52,3,H105,52,3,Unmatched,0,0,Unmatched,0,0,H105,52,3,H105,52,3,0,0,194,194,0,0
W142,17,Doctor,18,H101,180,2,H101,180,2,Unmatched,0,0,Unmatched,0,0,H101,180,2,H101,180,2,7,7,194,194,0,0
W174,17,Doctor,19,H124,141,3,H124,141,3,Unmatched,0,0,Unmatched,0,0,H124,141,3,H124,141,3,3,3,194,194,0,0
W74,17,Doctor,20,H131,55,2,H131,55,2,Unmatched,0,0,Unmatched,0,0,H131,55,2,H131,55,2,0,0,194,194,0,0
W157,17,Doctor,21,H4,30,2,H4,30,2,Unmatched,0,0,Unmatched,0,0,H4,30,2,H4,30,2,0,0,194,194,0,0
W7,17,Doctor,22,H22,52,3,H22,52,3,Unmatched,0,0,Unmatched,0,0,H22,52,3,H22,52,3,0,0,194,194,0,0
W140,17,Doctor,23,H144,67,2,H144,67,2,Unmatched,0,0,Unmatched,0,0,H144,67,2,H144,67,2,0,0,194,194,0,0
W69,17,Doctor,24,H123,19,2,H123,19,2,Unmatched,0,0,Unmatched,0,0,H123,19,2,H123,19,2,0,0,194,194,0,0
W39,17,Doctor,25,H18,99,3,H18,99,3,Unmatched,0,0,Unmatched,0,0,H18,99,3,H18,99,3,0,0,194,194,0,0
W16,17,Doctor,26,H73,148,1,H73,148,1,Unmatched,0,0,Unmatched,0,0,H73,148,1,H73,148,1,4,4,194,194,0,0
W110,17,Doctor,27,H40,181,-1,H40,181,-1,Unmatched,0,0,Unmatched,0,0,H122,197,4,H122,197,4,16,16,194,194,0,0
W88,17,Doctor,28,H145,74,4,H145,74,4,Unmatched,0,0,Unmatched,0,0,H145,74,4,H145,74,4,0,0,194,194,0,0
W85,17,Doctor,29,H43,93,3,H43,93,3,Unmatched,0,0,Unmatched,0,0,H43,93,3,H43,93,3,0,0,194,194,0,0
W184,17,Doctor,30,H93,24,2,H93,24,2,Unmatched,0,0,Unmatched,0,0,H93,24,2,H93,24,2,0,0,195,195,0,0
W32,17,Doctor,31,H167,179,4,H167,179,4,Unmatched,0,0,Unmatched,0,0,H167,179,4,H167,179,4,7,7,194,194,0,0
W183,17,Doctor,32,H129,126,5,H129,126,5,Unmatched,0,0,Unmatched,0,0,H129,126,5,H129,126,5,0,0,194,194,0,0
W153,17,Doctor,33,H199,56,3,H199,56,3,Unmatched,0,0,Unmatched,0,0,H199,56,3,H199,56,3,0,0,195,195,0,0
W120,17,Doctor,34,H87,48,2,H87,48,2,Unmatched,0,0,Unmatched,0,0,H87,48,2,H87,48,2,0,0,195,195,0,0
W24,17,Doctor,35,H138,92,3,H138,92,3,Unmatched,0,0,Unmatched,0,0,H138,92,3,H138,92,3,0,0,194,194,0,0
W13,17,Doctor,36,H116,118,5,H116,118,5,Unmatched,0,0,Unmatched,0,0,H116,118,5,H116,118,5,0,0,194,194,0,0
W117,17,Doctor,37,H13,148,5,H13,148,5,Unmatched,0,0,Unmatched,0,0,H13,148,5,H13,148,5,4,4,194,194,0,0
W159,17,Doctor,38,H11,160,4,H11,160,4,Unmatched,0,0,Unmatched,0,0,H11,160,4,H11,160,4,6,6,195,195,0,0
W52,17,Doctor,39,H62,113,-1,H62,113,-1,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,24,24,195,195,0,0
W71,17,Doctor,40,H153,91,3,H153,91,3,Unmatched,0,0,Unmatched,0,0,H153,91,3,H153,91,3,0,0,195,195,0,0
W31,17,Doctor,41,H75,34,2,H75,34,2,Unmatched,0,0,Unmatched,0,0,H75,34,2,H75,34,2,0,0,195,195,0,0
W197,17,Doctor,42,H143,11,1,H143,11,1,Unmatched,0,0,Unmatched,0,0,H143,11,1,H143,11,1,0,0,194,194,0,0
W14,17,Doctor,43,H121,52,2,H121,52,2,Unmatched,0,0,Unmatched,0,0,H121,52,2,H121,52,2,0,0,194,194,0,0
W42,17,Doctor,44,H103,30,1,H103,30,1,Unmatched,0,0,Unmatched,0,0,H103,30,1,H103,30,1,0,0,194,194,0,0
W98,17,Doctor,45,H67,19,1,H67,19,1,Unmatched,0,0,Unmatched,0,0,H67,19,1,H67,19,1,0,0,194,194,0,0
W169,17,Doctor,46,H92,162,5,H92,162,5,Unmatched,0,0,Unmatched,0,0,H174,85,3,H174,85,3,0,0,194,194,0,0
W155,17,Doctor,47,H74,86,3,H74,86,3,Unmatched,0,0,Unmatched,0,0,H74,86,3,H74,86,3,0,0,195,195,0,0
W57,17,Doctor,48,H31,191,-1,H31,191,-1,Unmatched,0,0,Unmatched,0,0,H135,134,4,H135,134,4,1,1,195,195,0,0
W143,17,Doctor,49,H151,170,3,H151,170,3,Unmatched,0,0,Unmatched,0,0,H186,113,2,H186,113,2,0,0,194,194,0,0
W8,17,Doctor,50,H165,154,5,H165,154,5,Unmatched,0,0,Unmatched,0,0,H165,154,5,H165,154,5,5,5,194,194,0,0
W149,17,Doctor,51,H155,66,2,H155,66,2,Unmatched,0,0,Unmatched,0,0,H155,66,2,H155,66,2,0,0,194,194,0,0
W145,17,Doctor,52,H109,151,-1,H109,151,-1,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,20,20,194,194,0,0
W108,17,Doctor,53,H17,140,2,H17,140,2,Unmatched,0,0,Unmatched,0,0,H17,140,2,H17,140,2,2,2,194,194,0,0
W111,17,Doctor,54,H183,46,3,H183,46,3,Unmatched,0,0,Unmatched,0,0,H183,46,3,H183,46,3,0,0,194,194,0,0
W172,17,Doctor,55,H9,197,-1,H9,197,-1,Unmatched,0,0,Unmatched,0,0,H50,172,2,H50,172,2,7,7,195,195,0,0
W15,17,Doctor,56,H185,106,1,H185,106,1,Unmatched,0,0,Unmatched,0,0,H185,106,1,H185,106,1,0,0,194,194,0,0
W148,17,Doctor,57,H120,184,5,H120,184,5,Unmatched,0,0,Unmatched,0,0,H120,184,5,H120,184,5,8,8,194,194,0,0
W173,17,Doctor,58,H117,59,3,H117,59,3,Unmatched,0,0,Unmatched,0,0,H117,59,3,H117,59,3,0,0,195,195,0,0
W63,17,Doctor,59,H133,108,5,H133,108,5,Unmatched,0,0,Unmatched,0,0,H133,108,5,H133,108,5,0,0,194,194,0,0
W199,17,Doctor,60,H65,62,2,H65,62,2,Unmatched,0,0,Unmatched,0,0,H65,62,2,H65,62,2,0,0,194,194,0,0
W23,17,Doctor,61,H152,41,1,H152,41,1,Unmatched,0,0,Unmatched,0,0,H152,41,1,H152,41,1,0,0,194,194,0,0
W92,17,Doctor,62,H89,195,-1,H89,195,-1,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,20,20,194,194,0,0
W50,17,Doctor,63,H26,59,3,H26,59,3,Unmatched,0,0,Unmatched,0,0,H26,59,3,H26,59,3,0,0,195,195,0,0
W93,17,Doctor,64,H188,156,-1,H188,156,-1,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,19,19,195,195,0,0
W170,17,Doctor,65,H127,55,2,H127,55,2,Unmatched,0,0,Unmatched,0,0,H127,55,2,H127,55,2,0,0,194,194,0,0
W48,17,Doctor,66,H169,114,2,H169,114,2,Unmatched,0,0,Unmatched,0,0,H169,114,2,H169,114,2,0,0,194,194,0,0
W78,17,Doctor,67,H96,110,2,H96,110,2,Unmatched,0,0,Unmatched,0,0,H96,110,2,H96,110,2,0,0,194,194,0,0
W106,17,Doctor,68,H50,169,-1,H50,169,-1,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,24,24,195,195,0,0
W65,17,Doctor,69,H59,10,1,H59,10,1,Unmatched,0,0,Unmatched,0,0,H59,10,1,H59,10,1,0,0,194,194,0,0
W22,17,Doctor,70,H71,26,4,H71,26,4,Unmatched,0,0,Unmatched,0,0,H71,26,4,H71,26,4,0,0,194,194,0,0
W126,17,Doctor,71,H46,151,4,H46,151,4,Unmatched,0,0,Unmatched,0,0,H46,151,4,H46,151,4,5,5,194,194,0,0
W35,17,Doctor,72,H44,84,3,H44,84,3,Unmatched,0,0,Unmatched,0,0,H44,84,3,H44,84,3,0,0,194,194,0,0
W94,17,Doctor,73,H63,11,1,H63,11,1,Unmatched,0,0,Unmatched,0,0,H63,11,1,H63,11,1,0,0,194,194,0,0
W2,17,Doctor,74,H81,77,3,H81,77,3,Unmatched,0,0,Unmatched,0,0,H81,77,3,H81,77,3,0,0,194,194,0,0
W40,17,Doctor,75,H147,20,1,H147,20,1,Unmatched,0,0,Unmatched,0,0,H147,20,1,H147,20,1,0,0,194,194,0,0
W182,17,Doctor,76,H19,164,3,H19,164,3,Unmatched,0,0,Unmatched,0,0,H19,164,3,H19,164,3,7,7,194,194,0,0
W151,17,Doctor,77,H111,67,2,H111,67,2,Unmatched,0,0,Unmatched,0,0,H111,67,2,H111,67,2,0,0,194,194,0,0
W179,17,Doctor,78,H76,139,3,H76,139,3,Unmatched,0,0,Unmatched,0,0,H76,139,3,H76,139,3,2,2,194,194,0,0
